believe that,TPWHRAEF,22
approach,PROEFP,22
application,PAEUBGS,22
annual,AEPBL,22
disappoint,STKPOEUPBT,22
principle,PREUPB,22
fancy,TPAEPBS,22
voltage,SROEPBLG,22
minor,PHAOEURPB,21
we know,W*EPB,21
down in,TKPHOUPB,21
in order,TPHORD,21
were not,WR-PBLT,21
had not,H-PBLT,21
some of,SOFPL,21
how about,HOUB,21
these are,THAOERS,21
would find,WOUFPBD,21
what could,WHABGD,21
when she,SWHE,21
who he,WHO*E,21
before the,PW-FT,21
she can,SHEBG,21
culture,KURLT,21
too much,TAOFP,21
impact,PAEBGT,21
free time,TPRAOEPL,21
multiple,PH-PL,21
instruct,TRUBGT,21
football,TPAOBL,21
defense,TKEFS,21
will go,HR*G,20
i were,EURP,20
can i,KEU,20
find it,TPHAOEUPBD,20
he were,ERP,20
which has,KH-Z,20
call this,TKHAUL,20
will find,HR-FPBD,20
they was,THEFS,20
until the,TPH-LT,20
off the,OFT,20
busy,PW-Z,20
supposed to,STPOEFD,20
ordinary,OERD,20
ively,EUFL,20
can find,K-FPBD,20
failure,TPA*EURL,20
ultimate,UPLT,20
literally,HREUT/RAEL,20
projects,PROPBLGZ,20
operation,OERPGS,20
recommend,REPL,20
extreme,KPAO*EPL,20
how could,HOUBGD,19
which could,KH-BGD,19
call the,KAULT,19
who the,WHOT,19
could find,KOUFPBD,19
when can,WH-BG,19
do i,TKOEU,19
come out,KPHOUT,19
had had,H-D,19
who she,SWHOE,19
into the,SPWAOT,19
have had,SR-D,19
implement,EUPLT,19
as many,SPHAEPB,19
over and,SKPOEFR,19
is going,STKPW-G,19
during the,TKURGT,19
constantly,STAPBLT,19
valuable,SRABL,19
presentation,TREPBGS,19
how much,HOUFP,19
library,HRAOEURB,19
vacation,SRAEUBGS,19
intend,SPWEPBD,19
input,TPH*PT,19
us and,SKP*US,19
ally,A*EL,19
respond,SPOPBD,19
advertise,TEUZ,19
consistent,KAOPBT,19
awkward,AURBGD,19
elaborate,HRARBT,19
sponsor,SPORPBS,19
explain,SPHRAEUB,19
administrate,AD/PH*RT,19
number of,TPHUFPL,18
opposite,OFPT,18
when was,WH-FS,18
been in,TPWH-PB,18
now the,TPHOUT,18
may find,PHAEUFPBD,18
there would,THR-LD,18
who is,SWHO,18
what has,WHAZ,18
come on,KPHAUPB,18
could have,KOUF,18
write about,WREUBT,18
and over,SKPOFR,18
i am a,EU/PHA*EU,18
arrange,ARPBLG,18
back up,PWAUP,18
it could,T-BGD,18
copyright,KPRAOEUT,18
perform,PORPL,18
imagination,PHAEGS,18
recognize,REZ,18
reflect,TPHREBGT,18
mystery,PHOEUFRT,18
specialize,SPERBLZ,18
conversation,K-FRGS,18
assignment,SAOEUPLT,18
questions,KWES,18
actions,-BGSZ,18
perspective,PEF,18
you were,URP,18
advice,SREUS,18
evolution,EFGS,18
and i was,SKPEUFS,18
competitive,KPEF,18
useless,AOUFLS,18
nonsense,STPHOPBS,18
classroom,KHRAOPL,18
enthuse,SPWAOUZ,18
fully,TPHRAOUL,18
consume,KAOUPL,18
welcome,WELG,18
elevate,HR-FT,18
every day,*EFRD,18
inspect,TPH-PT,18
occasionally,KWAEULGS,18
excited,KPAOEUTD,18
revolution,REFGS,18
convince,KWEUPBS,18
regulate,RELGT,18
index,TKEUPBGS,18
gotta,TKPW*T,18
associate,SOERBT,18
and you're,SKPUR,18
what you're,WHAUR,18
genuine,SKWREUPB,18
photograph,TPRAF,18
elect,HREBGT,18
operate,OERPT,17
that were,THARP,17
has not,HAPBLT,17
and could,SKP-BGD,17
when would,WH-LD,17
this were,TH-RP,17
just to,STKWROUFT,17
when were,WH-RP,17
world is,SWORLD,17
architecture,TREGS,17
dirty,TKOEURT,17
part of the,PAFRT,17
sort of,SOFRT,17
error,ROEUR,17
lifetime,TPHRAOEUPL,17
as well as,SW-LS,17
forgive,TPAURG,17
dental,TKEPBL,17
distinct,STKEUPBG,17
effectively,TPEFL,17
benefit,PWEF,17
motivation,PHOEUFGS,17
graduate,TKPWRAUT,17
intention,SPWEPBGS,17
i don't have,KWROF,17
who were,HORP,17
you say,UBZ,17
contra,KORPBT,17
expense,SPEBS,17
tradition,TRAGS,17
remind,R*EUPBD,17
consult,KULT,17
fundamental,TP*UL,17
wonderful,WUFL,17
exception,KPEPGS,17
automatic,AUPL/EUBG,17
useful,AOUFL,17
it wasn't,TWUPBT,17
internship,SPWERPB/SHEUP,17
alcohol,KHOL,17
ually,WAEL,17
in each,TPHAOEFP,16
this would,TH-LD,16
when are,WH-R,16
when has,WH-Z,16
then is,STHEPB,16
this has,TH-Z,16
to then,THOEPB,16
who said,WHOBS,16
what part,WHAPT,16
when is,WH-S,16
this could,TH-BGD,16
escape,SKAEP,16
change it,TKHAEUPBG,16
everywhere,WEFR,16
asset,SA*ET,16
survey,SWAE,16
who could,WHOBGD,16
lonely,HROPBL,16
you should,URBD,16
simply,SPHREU,16
give up,TKPWUP,16
did i,TKEU,16
master,PHAFRT,16
vital,SRAO*EULT,16
analyze,APBLZ,16
ing in,TPH-G,16
primary,PROEUPL,16
mu,PHU,16
commitment,KPHUPLT,16
management,PH-GT,16
factor,TPARBGT,16
admit,TKPHEUT,16
pretty good,PREUGD,16
exclusive,SKAOUS/EUF,16
comply,KPHAOEU,16
complicate,PHREUBGT,16
bitter,PWEURT,16
announce,TPHOUPBS,16
that you're,THAUR,16
tv,T*F,16
uniform,AOUFRPL,16
content,KAUPBT,16
opportunity to,TAOUBT,16
correspond,KOER,16
disturb,TKURB,16
monster,PHOFRT,16
amend,APLD,16
little bit,PWHREULT,16
page is,SPAEUPBLG,16
mysterious,PHEUFT/RUS,16
conference,K-FPBS,16
birthday,PW*RTD,16
excitement,KPAOEUPLT,16
observe,OEB,16
finance,TP-PB,16
membrane,PWRAEUPL,16
apple,A*EPL,15
too many,TAOPL,15
how many,HOUPB,15
and were,SKP-RP,15
she is,SHES,15
what she,SWHAE,15
you said,UBS,15
contain,TAEUPB,15
to its,TOEUTS,15
status,ST*TS,15
take the,TAEUBGT,15
we find,WEFPBD,15
transfer,TRAF,15
easier,AO*ERS,15
former,TPRORPL,15
represent,REPT,15
one's,W*UPBS,15
possess,PESZ,15
aspect,SPAEBGT,15
ending,EPBGD,15
allow,HROU,15
remain,RAEUPL,15
sense of,SEFPBS,15
regard,RARD,15
tribute,TREUBT,15
daytime,TKAEUPLT,15
service,S-FS,15
policy,POEULS,15
apparently,PARPBLT,15
execute,SKAOUT,15
successfully,SK*EFL,15
how was,HOUFS,15
maintenance,PHA*EUPBS,15
precisely,PRAOEUFLS,15
subsequent,SKWEPBT,15
overall,AUFRL,15
deliberate,TKHREUBT,15
uncomfortable,TPH-BL,15
prosecute,PR-T,15
author,A*URT,15
insight,STPHAOEUT,15
argument,ARGT,15
fifteen,TPAEFPB,15
physics,TPEUFBGS,15
,,W-B,15
a little bit,HR-BLT,15
specifically,SPEFL,15
tissue,T*URB,15
clinic,KHRAO*EPG,15
facility,TPA/SEULT,15
services,S-FPS,15
eval,SRA*EL,15
submit,SPHEUT,15
back and,SKPWABG,14
is for,STP-R,14
how were,HOURP,14
been to,TPWOPB,14
too late,TAOLT,14
so far,SOFR,14
realize that,THRAEFLZ,14
indicate,KA*EUT,14
increase,TPHRAO*ES,14
amount of,AFPLT,14
pretend,PREPBD,14
how many,HOUPL,14
you mean,KWRAOUPL,14
depart,TKPART,14
which had,KH-D,14
ing to,TOG,14
because of the,PWAUFT,14
dedicated,TKED/KAEUTD,14
every time,EFRPL,14
should have,SHOUF,14
diverse,TKWERS,14
healthy,HOEUFLT,14
generation,SKWRAEUGS,14
complex,KPHREBGS,14
regional,RAOELGS,14
.s,S*PD,14
rather than,RARPB,14
resent,REFPBT,14
attention,TAEPBGS,14
territory,TERT,14
ing it,T-G,14
between the,TWAOEPBT,14
mirror,PHROR,14
involved,SROFD,14
we should,WERBD,14
to understand,TOPBDZ,14
some of,SPHOF,14
disappear,STKPAOER,14
underground,UPBGD,14
fragment,TPRAPLT,14
attach,TAFP,14
comparison,KPAEURPB,14
fortunately,TP-RPBL,14
cycle,KOEUBG,14
adjust,SKWR*UFT,14
adjustment,SKWR*UPLT,14
disabled,TKABLD,14
qualified,KWAFLD,14
emotion,AO*ELG,14
mostly,PHOFLT,14
friendly,TPREPBLD,14
connections,KEBGSZ,14
meantime,PHAO*EPB/TAOEUPL,14
national,TPHA*RBL,14
intellectual,TWAL,14
negative,TPH*EUF,14
presentation,PREPBGS,14
suburb,SPWURB,14
ugly,ULG,14
emotional,AO*ELGS,14
documentation,TKAOUPLGS,14
bathroom,PWR-PL,14
detect,TKEBGT,14
eliminate,HREUPL/TPHAEUT,14
eternal,T*ERPBL,14
pretty much,PREUFP,14
exam,KPAPL,14
entertainment,TAEUPLT,14
frozen,TPROEFPB,14
sympathetic,SPH*EBG,14
eventually,*ERBL,14
sustain,STAEPB,14
it must,TPHUFT,13
want it,TWAPBT,13
substance,SAUBS,13
separate,SPEPT,13
which part,KH-PT,13
it were,T-RP,13
get so,STKPWOET,13
depend,TK-P,13
concern,KERP,13
orientation,OEURPB/TAEUGS,13
just in,STKPWHRUFT,13
things in,TPHEUPBGS,13
behavior,PWAEUFR,13
academic,TKPHEUBG,13
error,RO*ER,13
image,EUPBLG,13
anywhere,TPHEUR,13
exchange,KPAEUPBG,13
integrity,TERGT,13
intent,SPWEPBT,13
thing to,THOEUPG,13
perceive,SPAOEF,13
and i will,SKP/HREU,13
ai,A*EUP,13
topic,TOEUPG,13
proposition,PROPGS,13
discover,SKOFR,13
campus,KA*PLS,13
service,S*FS,13
communication,KAEUBGS,13
reserve,REFRB,13
active,TAEF,13
integrate,TKPWRA*EUT,13
concentration,SKRAUGS,13
walking,WAUG,13
magical,PHA*LG,13
conclusion,KHRAO*UGS,13
limited,HREUPLTD,13
hardly,HA*RLD,13
article,ARL,13
evaluate,*EFLT,13
pregnant,PREGT,13
classical,KHRAL,13
exploit,SPHROEUT,13
economy,KPHE,13
i have been,EUFB,13
query,KW*ER,13
educational,ELGS,13
instruction,STRUBGS,13
acceptable,SEPL,13
carbon,KARPB,13
extension,STEPBGS,13
routine,ROEUPB,13
researcher,ROEUFRPB,13
running,R*UPBG,13
i can't,KAEUPBT,13
might be,PHAOEUB,13
percent,PERS,13
silver,SEUFRL,13
formation,TPAURGS,13
definite,TKEFPBT,13
dramatic,TKRABG,13
contract,KR-T,13
frighten,TPRAOEUFPB,13
qualify,KW-F,13
publish,PHR*EURB,13
legend,HREGD,13
helpful,HEFPL,13
explanation,SHRAPBGS,13
domestic,PHEFBG,13
acceptance,S*EPS,13
advise,SREUZ,13
totally,THROELT,13
seldom,SELD,13
only in,TPHOEPBL,13
popular,PHRA*R,13
diagram,TKPRAEPL,13
quarter,KWAUR,13
unfortunate,TPHORPBT,13
report,ORP,13
accessible,SEBL,13
eventual,ERBL,13
audio,O*EUD,13
feedback,TPAOEB,13
diplomat,TKEUPL/PHAT,13
connected,K*EBGTD,13
she should,SHERBD,12
in fact,TPH-FT,12
occur,KRUR,12
she been,SHEB,12
implementation,EUFRPGS,12
pronounce,PROUPBS,12
only is,SOEPBL,12
actor,ARBGT,12
accord,K-D,12
somehow,SHOU,12
there could,THR-BGD,12
should go,SHOUG,12
where should,WR-RBD,12
according to,KORGT,12
i.,EUFPLT,12
you ever,UFR,12
sunday,SUPBD,12
faster,TPAFRT,12
its,EUTS,12
organ,O*RPBG,12
exact,SABGT,12
lots of,HROFTS,12
i don't think,KWREUPG,12
they say,THEBZ,12
of course,-FBG,12
identify,AOEUFD,12
they said,THEBS,12
define,TK-PB,12
employ,PHROEU,12
equality,KWAELT,12
scholar,SKHRAR,12
mostly,PHOEFL,12
easy to,TOEZ,12
adventure,SREPBG,12
thing is,TH*EUPBGS,12
s in,TPH-S,12
influence,WEPBS,12
es,ES,12
wisdom,WEUFPLD,12
barrier,PWR*ER,12
absurd,SPWURD,12
beneficial,PWEPBL,12
execution,SKAOUGS,12
contribute,KR-B,12
involve,SROF,12
generate,SKWRAEUT,12
cannot,KAPBLT,12
abuse,PWAOUS,12
positive,PO*F,12
up at the,AUP/TE,12
tender,TERPBD,12
sensation,STPHAEUGS,12
look at the,HRAOBG/STE,12
shiny,SHOEUPB,12
inform,TPH-F,12
indicated,KA*EUTD,12
brilliant,PWREULT,12
discuss,SKUS,12
smoking,SPHOEG,12
restriction,REUBGS,12
panic,PA*PBG,12
beneath,TPHAO*ET,12
insane,STPHAEUPB,12
questionnaire,KWER,12
reduce,RAOUS,12
universal,AOUFRL,12
punish,P-RB,12
stomach,STUPL,12
unite,OEUPBT,12
onto,OEPBT,12
evolve,SRO*FL,12
international,TPHA*EL,12
begin to,STKPWOEUPB,12
constitution,TAOUGS,12
airport,AEURP,12
drama,TKROEUPL,12
improvement,PROFPLT,12
architect,TREGT,12
struggle,STRULG,12
teenage,TAEUPBLG,12
frustrated,TPRUFT/RAEUTD,12
disruption,TKRUPGS,12
resolve,ROF,12
embarrass,EPL/PWARS,12
expected,KP-PTD,12
additional,ALG,12
charity,KHAEURT,12
winning,W-G,12
educator,ERGT,12
propose,PROEP,12
amendment,A/PHEPLT,12
finding,TPAOEPBGD,12
proceed,PROED,12
flexible,TPHREBL,12
turnover,TURPB/SKWROEFR,12
fascinating,TPAS/TPHAEUG,12
simulation,SHRA*EUGS,12
lawsuit,HRAUT,12
lucky,HROEUBG,12
wander,WAERPBD,12
generally,SKWHREPL,12
and a half,TPHAF,12
am not,PH-PBLT,12
website,WEBT,12
talked about,TAUBGTD,12
i say,EUBZ,12
fundamentally,TP*UL/HREU,12
angle,A*PBLG,12
definitely,TKEFPL,12
talk about,TPWAUBG,12
simple,S*EUPL,12
posted,POEFTD,12
perfectly,P-FL,12
prefer,PREFR,12
confused,KAOUFD,12
separation,SERPGS,12
update,AUPTD,12
convert,KWERT,12
ask you,SKU,11
thank you,THAUG,11
too long,TAOPBG,11
what had,WHAD,11
nowhere,TPHO*ER,11
they did,TKHE,11
what were,WHARP,11
made of,PHAEFD,11
began to,STKPWAOPB,11
existence,KPEUFS,11
excessive,EBGS/EF,11
yesterday,KWRED,11
witness,W*PBS,11
painful,PAEUFL,11
unique,AOUPBG,11
much as,PHUFPS,11
honor,HO*RPB,11
expose,SPOEG,11
shadows,SHO*EUDZ,11
dangerous,TKAEUPBLGS,11
ed with,W-D,11
as long as,SHROPBGS,11
freedom,TPRAOEPLD,11
focus,TPOEUBG,11
friendship,TPREP,11
quality,KWALT,11
person who,PWHOERPB,11
fifty,TPAEFT,11
without it,TWOUT,11
stranger,STRAEURPBG,11
frightened,TPRAOEUFPBD,11
within the,W-PBT,11
powerful,POURL,11
communicate,KAEUBGT,11
if you are,TP/RU,11
remarkable,RARBG/-BL,11
authority,THORT,11
participate,PA*EUT,11
responsible,SPOP,11
issue,*URB,11
successful,SKEFL,11
entity,T*EPBT,11
educated,TAEUBGTD,11
disagreement,TKAOEPLT,11
fun to,TPOUPB,11
appeal,AEP,11
connected,KEBGTD,11
filter,TPEURLT,11
nursing,TPHURBGS,11
representation,REPGS,11
subsequently,SKWEPBLT,11
sixteen,STAOEPB,11
compensation,KPEPBGS,11
receive,SAOEF,11
ironic,AO*EURPBG,11
shallow,SHOEUL,11
ladder,HRAERD,11
unusual,TPHAOURB,11
suicide,S-DZ,11
specimen,SPEPL,11
interface,SPWR-FS,11
confer,K-FR,11
musician,PHAOUGS,11
artificial,TPHR*EURBL,11
instinct,STPHEUPBGT,11
frequently,TPREL,11
murder,PHURD,11
invisible,STPHEUBL,11
empirical,PEURL,11
contemplate,KAUPBT/PHRAEUT,11
recipe,SRAO*EP,11
monthly,PHO*PBLT,11
trigger,TREURG,11
separate,SERPT,11
refer,REFR,11
presently,PREPBLT,11
practice,PRABGS,11
intimate,SPWEUPLT,11
transmit,TREUT,11
external,KPERPBL,11
politics,PHREUBGS,11
originally,OEURPBLG,11
fellow,TP*EL,11
only if,TPOEPBL,11
terrorism,TREUFPL,11
submission,SPHEUGS,11
necessarily,TPHELS,11
workshop,WO*P,11
guarantee,TKPWARPBT,11
processing,PROEUFG,11
investigator,SROERGT,11
undoubtedly,UPB/TKOUT/HREU,11
demon,TKPHOPB,11
recover,ROFR,11
adverse,STKWERS,11
silly,SHREU,11
interrupt,SPWRUPT,11
detective,TK-BGT,11
annually,APB/WAEL,11
offend,OFPBD,11
accommodate,TKA*ET,11
as long as,SHROPBGZ,11
equipment,KWEUPLT,11
i don't think,KWROPBG,11
found out that,TPOUPBD/THOT,11
search that,STHAEFRPB,11
greatly,TKPWRAELT,11
unfortunately,UFL,11
regulator,RELG/TOR,11
protein,PROEUPB,11
extensive,KPEUPBS/EUF,11
interpretation,TERPGS,11
puzzle,PUFL,11
unable,TPHA*EUBL,11
explosion,SPHROEGS,11
places,PHRAEUSZ,11
layout,HRO*EUT,11
vitamin,SRAO*EUPB,11
learned that,THRAERPBD,11
clearly,KAOERL,11
prices,PRAOEUSZ,11
monday,PHOPBD,11
request,KW,11
supervise,SAO*UFPZ,11
photography,TPOEUF,11
concentrate,SKRAEUT,11
dismiss,STKPHEUS,11
except,KPEPT,11
observer,OERB,11
accelerate,SHRERT,11
institution,STPHAOUG,11
funeral,TPAOUPBL,11
inability,TPHABLT,11
to want,TOPT,10
she were,SHERP,10
that should,THARBD,10
were the,WR-T,10
might have,PHAOEUF,10
those of,THOEFS,10
all of the,AUFLT,10
accordingly,K-LD,10
convention,KEFPBS,10
when could,WH-BGD,10
now have,TPHOUF,10
above the,PWOFT,10
ambulance,PWHRAPBS,10
when you're,WHUR,10
excess,KP*ES,10
absorb,SPWORB,10
justify,SKWR*UF,10
strategy,STRAPBLG,10
full of,TPUFL,10
worth it,TWO*RT,10
memory,PHOEURPL,10
and feel,SKP-FL,10
actually,TWAEUL,10
awareness,A/WAEURPBS,10
--,K-RB,10
obviously,OBL,10
horror,HRO*R,10
